iter	Logloss
0	0.6088566105
1	0.5364019326
2	0.4738639246
3	0.4210372615
4	0.3739667668
5	0.3324840776
6	0.2976567375
7	0.265259434
8	0.2353286119
9	0.211712965
10	0.1882568183
11	0.1699605572
12	0.1527444216
13	0.1382267249
14	0.1251825036
15	0.1132513596
16	0.103421901
17	0.09484470797
18	0.08592291125
19	0.07913353391
20	0.07289025831
21	0.06654712537
22	0.06142862376
23	0.05743304117
24	0.0534615516
25	0.05017911608
26	0.04664544612
27	0.04372675245
28	0.04085516473
29	0.03841404877
30	0.03629373362
31	0.03366595998
32	0.03171103538
33	0.03006339522
34	0.02863879467
35	0.02722639839
36	0.02616406271
37	0.02515415537
38	0.02414147435
39	0.02318489869
40	0.02240579403
41	0.02133582054
42	0.02031181044
43	0.01950943758
44	0.0190503432
45	0.01845237124
46	0.01789388043
47	0.01739688678
48	0.016770214
49	0.0163231009
50	0.0160599448
51	0.0156176004
52	0.01537532132
53	0.01504563927
54	0.01453738234
55	0.01419852597
56	0.01386518203
57	0.01352261636
58	0.01315655162
59	0.0129661663
60	0.01279911661
61	0.01258463287
62	0.01247960924
63	0.01219800841
64	0.01204871158
65	0.01196236441
66	0.01166595775
67	0.01154698949
68	0.01137251885
69	0.01123054142
70	0.01116387656
71	0.01107979624
72	0.0109964685
73	0.01078180214
74	0.01066095351
75	0.0105951578
76	0.01045759617
77	0.01039253802
78	0.0103591267
79	0.01031899149
80	0.01026962274
81	0.01012778008
82	0.01008075356
83	0.01003504722
84	0.01000707773
85	0.009975122073
86	0.009960981784
87	0.009921680608
88	0.009885575117
89	0.009845926662
90	0.009829226909
91	0.00974670545
92	0.00971528141
93	0.00968810678
94	0.009668977877
95	0.009632634518
96	0.009617387649
97	0.00959897655
98	0.009573116116
99	0.009553302259
100	0.009506051505
101	0.009488575063
102	0.009468072869
103	0.009450534627
104	0.009419532875
105	0.009378979304
106	0.009366789971
107	0.009151701361
108	0.009104027734
109	0.009043127174
110	0.009003346026
111	0.008968459842
112	0.008960516672
113	0.008935699731
114	0.008928406816
115	0.008705582442
116	0.008697101218
117	0.008661511127
118	0.008626549187
119	0.008573853853
120	0.008556184189
121	0.008545908285
122	0.008522274592
123	0.008464791471
124	0.008420518535
125	0.008274738224
126	0.008112273084
127	0.007996074982
128	0.007971784662
129	0.007944544792
130	0.007905720123
131	0.007840850449
132	0.007825257441
133	0.00781477252
134	0.007798977149
135	0.007642117855
136	0.007612501329
137	0.007422828971
138	0.007303155572
139	0.007282324605
140	0.007245259214
141	0.007241290798
142	0.007220558097
143	0.007177010079
144	0.00714064846
145	0.007103254527
146	0.007072716073
147	0.007020245796
148	0.006891053964
149	0.006857688679
150	0.00683845429
151	0.006830464402
152	0.006770447029
153	0.00676195712
154	0.006744665364
155	0.00672263943
156	0.00671136001
157	0.006658941829
158	0.006612385084
159	0.006513006326
160	0.006457317596
161	0.006444801081
162	0.006395025038
163	0.006308350044
164	0.006160023114
165	0.006148369392
166	0.006128708251
167	0.006084000948
168	0.006044558075
169	0.005948095539
170	0.005897380478
171	0.005861122465
172	0.005796961173
173	0.00566755661
174	0.00566029296
175	0.005628891323
176	0.005612663036
177	0.005599534638
178	0.005590918007
179	0.00553992043
180	0.005520659869
181	0.005494753454
182	0.005386310134
183	0.005345181559
184	0.005265121002
185	0.005241371299
186	0.005207523666
187	0.005182389506
188	0.005140698588
189	0.005021147956
190	0.004967104119
191	0.004957598076
192	0.004934581625
193	0.004917680861
194	0.004899030694
195	0.004880957772
196	0.004770441722
197	0.004757411482
198	0.004696239531
199	0.004683634423
200	0.004664101006
201	0.004625608464
202	0.004611620868
203	0.004598947353
204	0.004534999051
205	0.004509062411
206	0.004418075473
207	0.004397879815
208	0.004338442218
209	0.004329220032
210	0.004298465905
211	0.004243865134
212	0.004228032513
213	0.004200328435
214	0.004188841263
215	0.004164138876
216	0.004156935171
217	0.004147766317
218	0.004134803715
219	0.004032248756
220	0.0040100532
221	0.004002737262
222	0.003993902611
223	0.003952989137
224	0.003847590713
225	0.003791260088
226	0.003770001075
227	0.003749554698
228	0.003741615823
229	0.003724453063
230	0.003705297078
231	0.003677698225
232	0.003660669967
233	0.003642287789
234	0.003584884968
235	0.003571278801
236	0.003524936401
237	0.003519178344
238	0.003490212564
239	0.003483998156
240	0.003462573749
241	0.003388417975
242	0.003379569396
243	0.003371270054
244	0.003307430892
245	0.003292934042
246	0.003253681578
247	0.003249231992
248	0.003242098745
249	0.003227178648
250	0.003200532726
251	0.003193975051
252	0.003176851259
253	0.003121403906
254	0.003101514823
255	0.003076588911
256	0.00307119878
257	0.003019644048
258	0.002971526553
259	0.002967067234
260	0.002959098049
261	0.002914415299
262	0.002908576128
263	0.002892005056
264	0.002879080229
265	0.002870974244
266	0.002866728522
267	0.002827168775
268	0.002790735155
269	0.002761217185
270	0.002751842602
271	0.002720960137
272	0.002665847098
273	0.002637753725
274	0.002614000778
275	0.002611611676
276	0.002602322323
277	0.002592783012
278	0.002580218683
279	0.002544796357
280	0.002541363042
281	0.002497028266
282	0.002487814614
283	0.002481804719
284	0.002469519304
285	0.002442750808
286	0.002440109456
287	0.002423637375
288	0.002419925292
289	0.002397747227
290	0.002384101009
291	0.002365158035
292	0.002344972787
293	0.002305542262
294	0.002279693007
295	0.002274431454
296	0.00226874795
297	0.002267284823
298	0.002262710183
299	0.002260940735
300	0.002258980488
301	0.002253914993
302	0.00224844152
303	0.002246153921
304	0.002213044737
305	0.002210660003
306	0.002207207541
307	0.002200037061
308	0.002196238916
309	0.002192802996
310	0.002183984566
311	0.002178611584
312	0.002175257604
313	0.002173631847
314	0.002169229481
315	0.002166673621
316	0.002164781683
317	0.002161044521
318	0.002157227027
319	0.00215534694
320	0.002153721845
321	0.002151022556
322	0.002106295042
323	0.002102597831
324	0.002080375575
325	0.002078002863
326	0.00207494802
327	0.002073514525
328	0.002070882142
329	0.002067401744
330	0.002066761838
331	0.002062006712
332	0.002044391557
333	0.002041542265
334	0.002037039792
335	0.002023557422
336	0.002021807463
337	0.002019696108
338	0.002018249788
339	0.002017426322
340	0.002001384025
341	0.002000514358
342	0.001997324465
343	0.001981115823
344	0.001980424922
345	0.001977857645
346	0.001970949948
347	0.001968423791
348	0.001953089854
349	0.001951850714
350	0.001942825547
351	0.001926686635
352	0.001919116793
353	0.001918021683
354	0.001916471057
355	0.001914545489
356	0.001890676929
357	0.001858908581
358	0.001825541395
359	0.001818867897
360	0.001817606152
361	0.001815276441
362	0.00181429192
363	0.001809509075
364	0.00180711822
365	0.001804638354
366	0.001803587007
367	0.001802246763
368	0.001769549738
369	0.00176810589
370	0.00175939281
371	0.001756128044
372	0.001755157113
373	0.001753833877
374	0.001752365654
375	0.001751456687
376	0.001749217674
377	0.00174820105
378	0.001744206922
379	0.001741784955
380	0.001740322557
381	0.00173920966
382	0.00173340875
383	0.00173272586
384	0.001730944059
385	0.00172873623
386	0.001727102634
387	0.001725776545
388	0.00171878335
389	0.001717180131
390	0.001695285404
391	0.00169433404
392	0.001692047346
393	0.001690727895
394	0.001690290327
395	0.001689567239
396	0.001689229193
397	0.001688330334
398	0.001684949361
399	0.001682245301
400	0.001681517412
401	0.001680112933
402	0.001679310362
403	0.00167858334
404	0.001677661859
405	0.001676942759
406	0.001660420147
407	0.0016593534
408	0.001654007989
409	0.001653753837
410	0.001652620968
411	0.001652216486
412	0.001648924825
413	0.001647702697
414	0.001642488336
415	0.00164102986
416	0.001624666513
417	0.001624346577
418	0.001622903652
419	0.001622288023
420	0.001615826149
421	0.001614695794
422	0.001612826299
423	0.001611751196
424	0.001610068888
425	0.00160855479
426	0.001606391926
427	0.001581877992
428	0.001578729848
429	0.001577824752
430	0.001555437734
431	0.001554607768
432	0.001547973555
433	0.001547172466
434	0.001543101995
435	0.001542837556
436	0.001522583175
437	0.001519901204
438	0.001518757006
439	0.001517411931
440	0.001516815174
441	0.001514305358
442	0.001513499689
443	0.001512947994
444	0.001511178123
445	0.001510833943
446	0.001508980648
447	0.001508168134
448	0.001505490933
449	0.001505021074
450	0.001485818546
451	0.001485237837
452	0.001481507158
453	0.001479851638
454	0.001479025412
455	0.00147820618
456	0.001476966143
457	0.001476631912
458	0.001475523899
459	0.001474281687
460	0.001452106619
461	0.001450421373
462	0.001449020589
463	0.001448617213
464	0.001448032237
465	0.001446072392
466	0.001445088616
467	0.001444431964
468	0.001440560692
469	0.00143935869
470	0.001438210988
471	0.001437905135
472	0.001436272174
473	0.001413789565
474	0.00141363328
475	0.001412499433
476	0.00141184317
477	0.001411195606
478	0.001396890511
479	0.001394071122
480	0.001393579792
481	0.001392448991
482	0.001388862365
483	0.001387857467
484	0.001386316605
485	0.001374029618
486	0.001373133485
487	0.001371675629
488	0.001360695098
489	0.001360493069
490	0.00136035676
491	0.001359860677
492	0.001359283312
493	0.001348962769
494	0.001336425219
495	0.001335715131
496	0.00133500037
497	0.001334262224
498	0.001333492292
499	0.001333298733
500	0.001329567913
501	0.001328672525
502	0.00132818084
503	0.001327427214
504	0.001320951391
505	0.001319587377
506	0.001318925209
507	0.001318458059
508	0.001298514117
509	0.001297122193
510	0.001296165403
511	0.001293363658
512	0.001286095109
513	0.001284844365
514	0.001284335933
515	0.001283346882
516	0.001283164245
517	0.001278837413
518	0.00127790446
519	0.001273803394
520	0.001272921282
521	0.001271576092
522	0.001270678741
523	0.001250622545
524	0.001249532448
525	0.001246971056
526	0.001246382806
527	0.001245408101
528	0.001244895987
529	0.001244016178
530	0.00124241414
531	0.001239397044
532	0.00123854315
533	0.001237727114
534	0.001237399113
535	0.00123591781
536	0.001235011535
537	0.001234129291
538	0.001229858128
539	0.001212146076
540	0.001211983365
541	0.001211607737
542	0.001211465879
543	0.001210132
544	0.001209890637
545	0.001191549131
546	0.001190882564
547	0.001187843964
548	0.001187033528
549	0.001183320377
550	0.001182924169
551	0.001182544028
552	0.001181653892
553	0.001180662636
554	0.001173775512
555	0.001173494629
556	0.001169389618
557	0.001168635407
558	0.001168098042
559	0.00116786946
560	0.001167777452
561	0.001149987616
562	0.001149759299
563	0.001147001041
564	0.001143528381
565	0.001141082338
566	0.00114078916
567	0.001126037193
568	0.001122249855
569	0.001119443887
570	0.001119189379
571	0.001117858811
572	0.001114657066
573	0.001113996029
574	0.001106317926
575	0.001105489364
576	0.001105074011
577	0.001104943739
578	0.001104821256
579	0.001102227496
580	0.001101815319
581	0.001098559564
582	0.001098129527
583	0.001098073526
584	0.00109527588
585	0.001095023125
586	0.001093786026
587	0.001093209635
588	0.001093008888
589	0.001078435366
590	0.001078081903
591	0.001075825765
592	0.001073289415
593	0.001072903638
594	0.00107189685
595	0.001071511647
596	0.0010712992
597	0.001068415136
598	0.001054177907
599	0.001053651657
600	0.001053160815
601	0.001052530095
602	0.001052282809
603	0.00105190364
604	0.001051544157
605	0.001049134494
606	0.001048537411
607	0.001048117385
608	0.001045107833
609	0.001044529065
610	0.001043925086
611	0.00103467496
612	0.001034075574
613	0.001022314752
614	0.001021939416
615	0.001019735985
616	0.001017119357
617	0.001003588392
618	0.001003355109
619	0.001003242849
620	0.001002975261
621	0.001002622037
622	0.001002401314
623	0.001001584922
624	0.001001360013
625	0.0009932639961
626	0.0009907586416
627	0.0009901921646
628	0.0009899954906
629	0.0009896461508
630	0.0009890879496
631	0.0009859658241
632	0.0009734642078
633	0.0009729078566
634	0.0009706039093
635	0.0009700847677
636	0.0009699778627
637	0.0009698688158
638	0.0009694990128
639	0.0009687104667
640	0.0009682687565
641	0.0009679377147
642	0.000951571769
643	0.000951352003
644	0.0009484150028
645	0.0009482222402
646	0.0009480075202
647	0.0009409835948
648	0.0009407096143
649	0.0009403247836
650	0.0009385586754
651	0.0009362718381
652	0.000935355454
653	0.0009350338926
654	0.0009346140617
655	0.0009344014837
656	0.0009341140501
657	0.0009337997548
658	0.0009263395673
659	0.0009258994679
660	0.0009239916156
661	0.0009219684256
662	0.0009203990253
663	0.000914961414
664	0.000914297201
665	0.0009137373279
666	0.0009029056623
667	0.000902426846
668	0.0009022749423
669	0.0009021244016
670	0.0009000980581
671	0.0008896305379
672	0.000889605126
673	0.0008891401016
674	0.00088827488
675	0.0008881804375
676	0.0008877928508
677	0.0008853018892
678	0.0008848417498
679	0.000884394073
680	0.0008842538529
681	0.0008839710927
682	0.000882150948
683	0.000880472759
684	0.0008800024938
685	0.0008797185654
686	0.0008792993186
687	0.0008685593019
688	0.0008684944579
689	0.0008682568107
690	0.0008678176512
691	0.0008583424948
692	0.0008575718637
693	0.0008571981429
694	0.0008552008942
695	0.0008550990521
696	0.0008550309951
697	0.0008549362605
698	0.0008529057577
699	0.0008526274763
700	0.0008525331143
701	0.0008506350619
702	0.0008501842969
703	0.0008483023795
704	0.0008482383143
705	0.0008478260778
706	0.0008472502539
707	0.0008468629424
708	0.0008464449719
709	0.0008366563395
710	0.0008362982837
711	0.0008343968405
712	0.0008343451405
713	0.0008341681975
714	0.0008340806679
715	0.0008340016088
716	0.0008339089188
717	0.0008331341011
718	0.0008328737008
719	0.0008225169931
720	0.0008208766953
721	0.000820472832
722	0.0008201398324
723	0.000819181582
724	0.0008175299096
725	0.0008158318117
726	0.0008156753151
727	0.0008155580409
728	0.0008139986034
729	0.0008108217635
730	0.0008091980344
731	0.0008078764557
732	0.0008076705933
733	0.0008072819842
734	0.0008071260717
735	0.0008040571442
736	0.0008036840309
737	0.0008023085615
738	0.0008001339036
739	0.0007999023566
740	0.000799519653
741	0.0007991375335
742	0.0007968822718
743	0.0007878559899
744	0.0007876498716
745	0.0007829491441
746	0.0007827627101
747	0.0007825655641
748	0.0007813944224
749	0.0007813140489
750	0.0007812495139
751	0.0007810218614
752	0.0007807463399
753	0.0007806799868
754	0.0007806068669
755	0.0007802637414
756	0.000779929493
757	0.0007796757958
758	0.0007779254268
759	0.0007778192034
760	0.0007776087206
761	0.0007760061661
762	0.0007759580855
763	0.0007755815475
764	0.000775212735
765	0.0007733136604
766	0.0007730734162
767	0.0007728252856
768	0.0007723898747
769	0.0007720856628
770	0.0007717128097
771	0.0007617203003
772	0.0007616256631
773	0.0007614492406
774	0.0007597687592
775	0.0007595372609
776	0.0007594686197
777	0.0007593944288
778	0.0007592943562
779	0.0007523940991
780	0.0007506276334
781	0.0007502592908
782	0.0007494860477
783	0.0007492682776
784	0.0007485194559
785	0.0007482520474
786	0.0007480610691
787	0.0007471124895
788	0.0007469110764
789	0.0007467240245
790	0.0007464920076
791	0.0007374562925
792	0.0007369526403
793	0.0007367985459
794	0.0007365528812
795	0.0007335679783
